"Customer ID","Country","TotalSpent","InvoiceCount","UniqueProducts","TotalQuantity","FirstPurchaseDate","LastPurchaseDate"
16754.0,United Kingdom,56560.58,35,39,58470,"2010-03-08 11:32:00","2010-12-02 17:38:00"
13777.0,United Kingdom,56016.57,73,51,26566,"2009-12-02 09:47:00","2011-12-09 12:25:00"
17850.0,United Kingdom,55703.13,159,104,22594,"2009-12-05 12:28:00","2011-02-10 14:38:00"
14680.0,United Kingdom,54801.34,87,223,26020,"2009-12-04 12:36:00","2011-11-14 16:59:00"
17389.0,United Kingdom,54587.03,77,65,17520,"2009-12-04 12:06:00","2011-12-09 09:38:00"
13093.0,United Kingdom,54073.73,88,204,26055,"2009-12-04 10:32:00","2011-03-17 17:16:00"
16013.0,United Kingdom,52788.92,94,57,23943,"2009-12-08 10:24:00","2011-12-06 10:36:00"
13408.0,United Kingdom,50852.85,135,323,29337,"2009-12-04 09:31:00","2011-12-08 09:05:00"
12748.0,United Kingdom,49970.13,365,2287,37072,"2009-12-04 17:31:00","2011-12-09 12:20:00"
17404.0,Sweden,46006.82,28,126,50005,"2010-01-07 11:31:00","2011-12-05 16:26:00"
13881.0,United Kingdom,44392.5,51,182,29446,"2010-03-04 14:41:00","2011-12-06 12:50:00"
16705.0,United Kingdom,42653.14,61,402,22001,"2009-12-09 13:34:00","2011-12-09 12:08:00"
17381.0,United Kingdom,39999.19,39,50,45764,"2010-06-09 12:55:00","2011-12-01 11:59:00"
15039.0,United Kingdom,39742.99,107,562,18058,"2009-12-10 11:39:00","2011-11-30 11:31:00"
16210.0,United Kingdom,38304.06,37,146,14232,"2009-12-02 12:54:00","2011-12-08 12:36:00"
14031.0,United Kingdom,38025.97,55,283,13957,"2009-12-03 15:35:00","2011-12-02 17:13:00"
12471.0,Germany,37948.61,129,256,16458,"2009-12-02 14:43:00","2011-12-07 15:43:00"
17675.0,United Kingdom,37605.84,90,347,16226,"2009-12-10 16:10:00","2011-12-08 18:03:00"
17677.0,United Kingdom,35866.63,91,349,21746,"2009-12-11 13:19:00","2011-12-08 09:56:00"
13767.0,United Kingdom,35115.68,96,119,15139,"2009-12-01 10:52:00","2011-12-07 15:00:00"
12921.0,United Kingdom,34639.45,103,329,21273,"2009-12-01 13:43:00","2011-12-06 09:56:00"
12678.0,France,33851.13,23,199,22233,"2010-01-07 16:46:00","2011-10-28 13:04:00"
15856.0,United Kingdom,33817.44,58,386,20332,"2009-12-03 14:02:00","2011-12-05 17:09:00"
16779.0,United Kingdom,32981.61,62,296,19499,"2009-12-03 13:03:00","2011-12-07 14:54:00"
17428.0,United Kingdom,31238.06,51,423,17391,"2009-12-01 17:28:00","2011-12-09 09:45:00"
14258.0,United Kingdom,31027.35,32,99,17271,"2009-12-04 08:36:00","2011-11-30 15:27:00"
12681.0,France,30551.76,56,459,17500,"2009-12-13 13:31:00","2011-11-25 11:35:00"
13902.0,Denmark,30411.26,8,60,218090,"2009-12-08 17:13:00","2010-03-17 13:09:00"
12709.0,Germany,30312.61,55,191,13776,"2009-12-09 13:49:00","2011-12-06 16:42:00"
14606.0,United Kingdom,30094.38,259,1270,15300,"2009-12-03 12:40:00","2011-12-08 19:28:00"
13078.0,United Kingdom,28883.83,95,154,12023,"2009-12-01 09:06:00","2011-12-08 18:48:00"
13098.0,United Kingdom,28658.88,41,163,15911,"2011-01-26 13:46:00","2011-12-08 14:14:00"
17857.0,United Kingdom,28566.54,26,21,21890,"2010-03-08 12:09:00","2011-12-06 13:41:00"
15513.0,United Kingdom,27264.45,41,280,10615,"2010-01-13 14:59:00","2011-11-08 16:21:00"
17940.0,United Kingdom,26960.02,22,13,85574,"2009-12-03 12:31:00","2011-10-21 13:27:00"
16333.0,United Kingdom,26626.8,22,9,32184,"2011-02-03 10:50:00","2011-12-02 12:19:00"
18251.0,United Kingdom,26278.86,9,87,39639,"2009-12-22 12:01:00","2011-09-13 15:03:00"
14527.0,United Kingdom,25774.54,190,628,6555,"2009-12-02 12:06:00","2011-12-07 12:19:00"
12731.0,France,25673.21,19,137,11570,"2010-03-02 09:23:00","2011-11-16 11:59:00"
17865.0,United Kingdom,25649.05,62,391,12827,"2009-12-01 10:49:00","2011-11-09 12:08:00"
13802.0,United Kingdom,25491.56,24,212,13830,"2010-02-16 10:11:00","2011-07-24 13:26:00"
14062.0,United Kingdom,25434.83,27,141,12698,"2009-12-10 14:28:00","2011-11-30 10:04:00"
12939.0,United Kingdom,25264.8,20,24,10328,"2010-01-12 11:27:00","2011-10-06 14:33:00"
12621.0,Germany,24579.31,44,344,13875,"2010-02-09 12:01:00","2011-12-08 11:25:00"
17920.0,United Kingdom,24509.91,56,715,12663,"2009-12-06 10:37:00","2011-12-05 14:29:00"
14895.0,United Kingdom,24488.82,48,445,10645,"2009-12-03 10:58:00","2011-12-02 09:23:00"
13001.0,United Kingdom,24136.05,37,300,13518,"2009-12-03 14:43:00","2011-12-05 14:51:00"
12682.0,France,23945.81,53,327,11009,"2009-12-01 09:28:00","2011-12-06 10:00:00"
15498.0,United Kingdom,23860.81,55,599,12573,"2009-12-16 17:27:00","2011-12-09 10:28:00"
15640.0,United Kingdom,23835.41,34,304,12336,"2009-12-14 16:36:00","2011-12-05 14:35:00"
16525.0,United Kingdom,23350.74,54,115,13692,"2009-12-02 13:53:00","2011-12-07 15:07:00"
12409.0,Switzerland,23090.47,13,177,13027,"2010-05-23 15:21:00","2011-09-22 10:38:00"
16133.0,United Kingdom,22228.88,78,305,13454,"2010-03-31 12:21:00","2011-12-06 11:24:00"
12540.0,Spain,22107.29,36,355,11009,"2009-12-07 16:56:00","2011-11-20 11:31:00"
14051.0,United Kingdom,22104.5,42,82,5891,"2009-12-03 11:53:00","2011-12-09 10:20:00"
13340.0,United Kingdom,22100.56,12,190,9636,"2010-02-22 14:54:00","2011-10-25 13:15:00"
15159.0,United Kingdom,22049.4,38,413,13465,"2010-10-04 09:31:00","2011-12-08 12:05:00"
12482.0,Sweden,21893.53,32,42,27039,"2010-02-24 10:24:00","2010-09-16 12:20:00"
14667.0,United Kingdom,21720.59,61,579,12944,"2009-12-02 12:38:00","2011-11-29 11:30:00"
13319.0,United Kingdom,21706.09,78,347,9193,"2009-12-06 14:46:00","2011-12-04 13:34:00"
15749.0,United Kingdom,21535.9,4,6,9014,"2011-01-11 12:55:00","2011-04-18 13:20:00"
17340.0,United Kingdom,21411.64,30,324,11093,"2009-12-08 17:34:00","2011-11-30 17:12:00"
15615.0,United Kingdom,21282.07,54,294,12055,"2009-12-02 15:28:00","2011-11-29 14:42:00"
12753.0,Japan,21024.01,11,132,11250,"2010-12-12 11:44:00","2011-12-06 11:40:00"
16839.0,United Kingdom,20968.27,51,133,11011,"2010-02-11 15:02:00","2011-12-01 09:03:00"
17243.0,United Kingdom,20709.21,80,360,8171,"2009-12-01 15:36:00","2011-12-08 13:26:00"
14866.0,United Kingdom,20657.77,20,40,9050,"2010-08-26 11:54:00","2011-11-29 11:45:00"
12433.0,Norway,20428.86,11,286,17115,"2010-08-20 09:23:00","2011-12-09 10:02:00"
12477.0,Germany,20173.64,12,296,6086,"2010-03-26 14:01:00","2011-11-17 09:51:00"
15251.0,United Kingdom,20095.6,31,184,11980,"2010-01-29 12:42:00","2011-11-30 15:02:00"
18008.0,United Kingdom,19787.13,23,77,7830,"2010-01-06 12:35:00","2011-09-30 15:17:00"
17706.0,United Kingdom,19543.9,43,413,7852,"2010-01-19 12:13:00","2011-12-05 13:34:00"
16843.0,United Kingdom,19528.78,38,318,18459,"2009-12-10 11:40:00","2011-10-28 09:06:00"
17139.0,United Kingdom,19491.61,29,447,9839,"2010-01-11 11:31:00","2011-11-24 10:12:00"
14607.0,United Kingdom,18745.56,27,106,11706,"2009-12-15 11:25:00","2011-11-24 10:35:00"
12557.0,Spain,18716.14,8,15,6782,"2009-12-17 10:39:00","2011-11-23 16:59:00"
14194.0,United Kingdom,18442.87,54,432,9927,"2009-12-10 19:18:00","2011-12-05 10:38:00"
12357.0,Switzerland,18287.66,3,261,6587,"2010-11-16 10:05:00","2011-11-06 16:07:00"
15808.0,United Kingdom,18248.83,24,349,7198,"2009-12-01 16:30:00","2011-02-06 14:33:00"
17581.0,United Kingdom,18247.47,53,392,9877,"2009-12-03 12:34:00","2011-12-09 12:21:00"
16746.0,United Kingdom,18031.85,46,390,11898,"2009-12-04 13:00:00","2011-12-05 12:33:00"
17377.0,United Kingdom,17851.41,91,508,7540,"2009-12-02 12:39:00","2011-11-16 11:17:00"
12647.0,Germany,17682.79,45,241,6813,"2010-01-13 15:06:00","2011-11-17 12:56:00"
15078.0,United Kingdom,17576.52,64,118,8906,"2009-12-04 12:03:00","2011-12-02 15:41:00"
16652.0,United Kingdom,17312.83,24,124,7446,"2010-03-17 10:22:00","2011-10-17 11:43:00"
18172.0,United Kingdom,17301.83,63,176,7383,"2009-12-11 09:58:00","2011-11-25 11:12:00"
14952.0,United Kingdom,17244.25,43,243,6839,"2009-12-03 15:34:00","2011-10-24 13:50:00"
17416.0,United Kingdom,17221.47,25,324,8731,"2009-12-14 16:29:00","2011-11-10 12:47:00"
15523.0,United Kingdom,17220.04,18,66,15850,"2009-12-02 15:16:00","2011-09-16 16:29:00"
17735.0,United Kingdom,17162.58,29,391,10872,"2010-07-30 13:25:00","2011-12-07 16:47:00"
13027.0,United Kingdom,17148.0,23,9,42837,"2010-01-20 10:41:00","2011-08-18 09:39:00"
15189.0,United Kingdom,17101.13,58,90,6788,"2010-07-18 13:37:00","2011-12-08 13:22:00"
12472.0,Germany,16956.69,37,400,10910,"2009-12-09 10:47:00","2011-11-09 11:33:00"
15358.0,United Kingdom,16837.35,55,360,15219,"2009-12-07 12:19:00","2011-12-05 09:04:00"
16019.0,United Kingdom,16640.15,35,256,6627,"2009-12-14 14:12:00","2011-12-08 10:06:00"
13113.0,United Kingdom,16600.25,60,168,4047,"2010-03-28 16:13:00","2011-12-09 12:49:00"
16553.0,United Kingdom,16555.87,36,195,16450,"2010-02-11 18:46:00","2011-06-29 15:42:00"
13199.0,United Kingdom,16404.98,69,61,12010,"2009-12-05 10:11:00","2011-12-06 12:30:00"
14961.0,United Kingdom,16328.9,28,328,8335,"2009-12-04 11:32:00","2011-11-29 09:42:00"
16656.0,United Kingdom,16307.72,44,22,14987,"2009-12-04 12:59:00","2011-11-17 14:43:00"
12901.0,United Kingdom,16293.1,36,32,20915,"2011-03-14 10:41:00","2011-12-01 10:07:00"
18092.0,United Kingdom,16173.19,20,42,8827,"2009-12-04 12:37:00","2011-12-07 13:14:00"
16180.0,United Kingdom,16170.27,16,173,9785,"2010-06-23 13:19:00","2011-08-31 16:28:00"
15125.0,United Kingdom,16124.33,36,152,8135,"2010-03-31 13:29:00","2011-11-14 13:57:00"
14733.0,United Kingdom,16050.6,18,140,6452,"2010-11-02 15:42:00","2011-11-30 14:54:00"
12980.0,United Kingdom,15909.39,26,7,1883,"2009-12-02 11:26:00","2011-07-07 11:42:00"
13225.0,United Kingdom,15879.27,17,60,7337,"2009-12-17 09:09:00","2011-12-06 13:29:00"
15044.0,United Kingdom,15841.53,47,345,5259,"2009-12-16 15:13:00","2011-11-20 13:20:00"
13564.0,United Kingdom,15786.72,54,491,9147,"2009-12-02 11:55:00","2011-07-18 14:35:00"
14769.0,United Kingdom,15696.67,21,834,11202,"2009-12-16 09:17:00","2011-12-07 10:24:00"
17716.0,United Kingdom,15671.32,27,335,8704,"2009-12-02 17:18:00","2011-11-17 12:00:00"
17107.0,United Kingdom,15616.82,13,378,7232,"2010-01-31 15:47:00","2011-11-07 08:41:00"
15768.0,United Kingdom,15559.46,36,440,4256,"2009-12-03 12:10:00","2011-08-16 10:48:00"
14849.0,United Kingdom,15542.44,50,279,11875,"2010-01-10 11:40:00","2011-11-18 10:58:00"
13488.0,United Kingdom,15513.73,29,370,7874,"2010-01-25 10:13:00","2011-11-22 14:41:00"
12971.0,United Kingdom,15482.74,120,103,13061,"2009-12-15 19:04:00","2011-12-06 12:20:00"
12949.0,United Kingdom,15391.0,28,347,8197,"2009-12-03 15:56:00","2011-11-09 11:25:00"
16191.0,United Kingdom,15162.12,40,115,9154,"2009-12-11 12:24:00","2011-12-07 11:26:00"
15601.0,United Kingdom,14919.22,35,310,11050,"2009-12-01 14:53:00","2011-11-28 15:15:00"
16126.0,United Kingdom,14646.8,15,144,6154,"2009-12-02 13:34:00","2011-11-10 16:03:00"
16873.0,United Kingdom,14547.03,17,252,8583,"2010-02-09 14:17:00","2011-12-05 12:05:00"
18087.0,United Kingdom,14411.62,21,44,7428,"2009-12-01 09:43:00","2011-09-02 15:12:00"
16713.0,United Kingdom,14380.54,41,541,8658,"2009-12-15 12:49:00","2011-11-21 12:36:00"
12583.0,France,14344.9,31,141,8932,"2009-12-06 11:57:00","2011-12-07 08:07:00"
12714.0,France,14093.71,12,436,8774,"2009-12-04 10:00:00","2011-11-30 15:43:00"
13178.0,United Kingdom,13997.89,25,195,8749,"2009-12-16 14:00:00","2011-11-13 16:14:00"
12435.0,Denmark,13925.93,6,88,4958,"2009-12-02 13:58:00","2011-09-21 09:06:00"
17589.0,United Kingdom,13904.82,21,601,8736,"2010-03-07 13:48:00","2011-10-10 16:58:00"
13090.0,United Kingdom,13771.28,30,163,3363,"2010-08-02 13:58:00","2011-12-01 12:39:00"
15005.0,United Kingdom,13763.27,76,594,8752,"2009-12-01 13:20:00","2011-11-24 12:25:00"
16558.0,United Kingdom,13718.96,47,383,8033,"2009-12-03 18:11:00","2011-12-09 10:20:00"
12476.0,Germany,13715.62,38,358,5549,"2010-07-26 09:04:00","2011-12-08 14:08:00"
15093.0,United Kingdom,13657.88,34,104,11530,"2009-12-08 12:46:00","2011-11-21 13:09:00"
15382.0,United Kingdom,13646.5,20,315,9130,"2009-12-04 14:13:00","2011-11-25 10:58:00"
18223.0,United Kingdom,13497.58,52,197,6460,"2009-12-04 12:20:00","2011-12-08 11:51:00"
15291.0,United Kingdom,13451.24,53,117,4668,"2009-12-03 11:09:00","2011-11-14 11:02:00"
12567.0,France,13393.82,17,365,5864,"2010-02-11 10:30:00","2011-11-17 11:02:00"
13629.0,United Kingdom,13370.86,19,28,7722,"2010-02-11 17:34:00","2011-11-16 13:21:00"
15738.0,United Kingdom,13342.12,45,70,9264,"2009-12-10 15:52:00","2011-11-21 08:26:00"
15032.0,United Kingdom,13285.65,10,39,7959,"2009-12-10 15:27:00","2011-03-28 15:30:00"
13969.0,United Kingdom,13212.77,39,472,6755,"2010-03-25 13:15:00","2011-12-02 15:11:00"
16549.0,United Kingdom,13159.64,37,837,7273,"2009-12-03 17:59:00","2011-11-29 15:06:00"
12744.0,Singapore,13158.16,14,245,6987,"2010-04-27 16:19:00","2011-10-19 11:18:00"
13468.0,United Kingdom,13091.61,87,292,5764,"2009-12-03 13:32:00","2011-12-08 10:39:00"
14049.0,United Kingdom,13064.03,18,575,8554,"2010-04-01 14:52:00","2011-11-23 12:20:00"
17133.0,United Kingdom,12972.09,13,22,9019,"2010-03-21 12:31:00","2011-11-24 12:27:00"
14110.0,United Kingdom,12957.6,35,178,5825,"2009-12-01 09:50:00","2011-12-06 12:26:00"
13316.0,United Kingdom,12906.93,12,116,21323,"2010-03-10 10:01:00","2011-11-02 13:40:00"
13097.0,United Kingdom,12861.73,40,390,5350,"2009-12-01 13:31:00","2011-11-07 10:43:00"
12989.0,United Kingdom,12846.8,39,51,6764,"2009-12-10 13:27:00","2011-12-06 15:28:00"
14299.0,United Kingdom,12827.77,41,166,8033,"2009-12-02 10:58:00","2011-12-01 16:05:00"
16923.0,United Kingdom,12793.38,41,431,6033,"2010-01-31 11:14:00","2011-11-27 13:00:00"
13952.0,United Kingdom,12790.89,17,238,5938,"2009-12-16 09:41:00","2011-05-12 19:27:00"
13668.0,United Kingdom,12749.14,47,411,5982,"2009-12-11 14:28:00","2011-12-07 12:14:00"
17858.0,United Kingdom,12723.3,32,174,5480,"2009-12-06 15:41:00","2011-12-04 11:56:00"
18225.0,United Kingdom,12650.91,34,266,7235,"2009-12-04 16:51:00","2011-12-06 13:27:00"
13013.0,United Kingdom,12601.82,31,289,6456,"2009-12-14 10:34:00","2011-12-08 15:01:00"
12451.0,Switzerland,12546.53,10,352,9226,"2010-06-28 12:58:00","2011-11-29 08:40:00"
16814.0,United Kingdom,12491.21,37,247,5065,"2010-04-11 12:45:00","2011-11-25 13:27:00"
14040.0,United Kingdom,12457.84,42,336,4994,"2009-12-01 12:14:00","2011-10-30 12:42:00"
16161.0,United Kingdom,12448.96,57,459,6246,"2010-02-08 11:06:00","2011-12-08 12:10:00"
12683.0,France,12418.6,27,236,7597,"2009-12-13 15:01:00","2011-12-05 16:31:00"
12437.0,France,12394.85,47,274,7931,"2009-12-02 16:24:00","2011-12-08 11:35:00"
16000.0,United Kingdom,12393.7,3,9,5110,"2011-12-07 12:14:00","2011-12-07 12:17:00"
14936.0,Channel Islands,12378.46,14,267,6271,"2010-05-05 12:26:00","2011-11-30 15:07:00"
14739.0,United Kingdom,12269.57,28,129,10164,"2009-12-02 13:23:00","2011-12-07 14:32:00"
15465.0,United Kingdom,12226.15,39,94,2727,"2009-12-10 09:42:00","2011-11-20 10:11:00"
12481.0,Germany,12217.03,18,248,7115,"2010-04-11 13:10:00","2011-11-17 08:29:00"
14543.0,United Kingdom,12194.01,50,107,2104,"2009-12-01 13:47:00","2011-12-06 10:32:00"
15194.0,United Kingdom,12187.68,39,278,9080,"2009-12-03 10:37:00","2011-12-06 15:10:00"
13854.0,United Kingdom,12158.21,45,61,3689,"2010-01-08 11:28:00","2011-12-01 09:06:00"
15023.0,United Kingdom,12092.19,23,486,5037,"2010-02-03 15:45:00","2011-12-06 17:23:00"
17338.0,United Kingdom,12036.57,20,591,5863,"2010-03-10 16:09:00","2011-11-22 14:23:00"
15144.0,United Kingdom,12006.51,33,199,5205,"2009-12-13 11:35:00","2011-12-01 15:12:00"
12474.0,Germany,11966.45,54,369,7797,"2010-02-11 09:41:00","2011-11-22 14:39:00"
13418.0,United Kingdom,11916.16,37,328,7523,"2009-12-11 12:51:00","2011-11-28 10:23:00"
14415.0,United Kingdom,11915.13,32,446,6246,"2009-12-16 14:08:00","2011-12-08 14:38:00"
14735.0,United Kingdom,11909.71,59,198,4398,"2009-12-04 11:32:00","2011-12-06 12:09:00"
13687.0,United Kingdom,11880.84,1,45,87167,"2010-09-27 16:30:00","2010-09-27 16:30:00"
17044.0,United Kingdom,11867.6,16,92,5692,"2009-12-07 12:25:00","2011-12-01 08:54:00"
13458.0,United Kingdom,11850.62,24,290,6712,"2010-11-16 14:01:00","2011-12-02 15:29:00"
16258.0,United Kingdom,11833.52,16,254,7180,"2010-03-10 14:19:00","2011-10-25 13:30:00"
13050.0,United Kingdom,11822.44,57,513,7128,"2009-12-15 15:06:00","2011-11-30 17:28:00"
16523.0,United Kingdom,11760.54,39,181,4942,"2009-12-08 14:29:00","2011-12-08 09:06:00"
18226.0,United Kingdom,11748.58,38,300,7830,"2010-03-05 10:05:00","2011-11-01 09:57:00"
15555.0,United Kingdom,11744.08,46,668,8732,"2009-12-06 11:58:00","2011-11-27 16:19:00"
14505.0,United Kingdom,11718.8,27,900,5304,"2009-12-09 14:48:00","2011-11-22 15:45:00"
17364.0,United Kingdom,11684.55,31,514,7490,"2009-12-07 15:28:00","2011-12-09 09:00:00"
12705.0,Germany,11554.0,22,323,7108,"2009-12-03 10:26:00","2011-11-24 13:17:00"
13576.0,United Kingdom,11516.15,32,146,4601,"2009-12-08 15:12:00","2011-11-29 15:34:00"
15218.0,United Kingdom,11456.0,25,140,6520,"2010-01-26 10:47:00","2011-11-29 11:48:00"
13102.0,United Kingdom,11440.12,42,212,6510,"2010-05-06 13:12:00","2011-12-08 12:52:00"
12668.0,Germany,11380.71,12,263,5037,"2010-01-31 15:45:00","2011-12-02 15:10:00"
14016.0,EIRE,11379.71,13,354,5720,"2010-01-08 14:12:00","2011-07-08 14:27:00"
18055.0,United Kingdom,11163.52,15,320,3834,"2010-10-22 13:27:00","2011-12-02 14:25:00"
13004.0,United Kingdom,11143.99,46,417,8442,"2009-12-15 09:44:00","2011-11-28 11:27:00"
15874.0,United Kingdom,11135.0,25,268,5054,"2010-01-07 13:56:00","2011-10-07 12:58:00"
14134.0,United Kingdom,11123.35,15,130,5814,"2009-12-10 09:25:00","2010-11-22 12:26:00"
14426.0,United Kingdom,11103.97,27,452,6656,"2010-03-04 14:36:00","2011-11-21 11:47:00"
12524.0,Germany,11091.36,18,157,7173,"2010-02-08 14:41:00","2011-11-30 15:31:00"
18052.0,United Kingdom,10877.18,1,16,17766,"2010-05-24 11:11:00","2010-05-24 11:11:00"
13941.0,United Kingdom,10846.15,17,42,5333,"2009-12-16 16:10:00","2011-11-18 09:43:00"
18229.0,United Kingdom,10803.71,28,73,3183,"2009-12-03 14:42:00","2011-11-28 09:48:00"
16327.0,United Kingdom,10705.52,20,289,8527,"2009-12-14 13:06:00","2011-11-25 13:23:00"
16033.0,United Kingdom,10692.39,36,605,4252,"2010-08-11 16:44:00","2011-12-04 12:44:00"
14796.0,United Kingdom,10691.12,39,487,7565,"2009-12-14 15:06:00","2011-12-08 15:31:00"
16984.0,United Kingdom,10599.42,19,671,5297,"2010-03-07 15:34:00","2011-09-22 18:21:00"
15694.0,United Kingdom,10566.46,29,55,2615,"2009-12-07 15:43:00","2011-12-09 09:44:00"
16985.0,United Kingdom,10545.76,26,130,3098,"2009-12-10 13:34:00","2011-11-22 13:33:00"
16168.0,United Kingdom,10539.08,73,137,5079,"2009-12-03 12:38:00","2011-11-29 12:45:00"
17809.0,United Kingdom,10498.85,24,60,3309,"2009-12-02 14:52:00","2011-11-23 13:00:00"
13324.0,United Kingdom,10421.37,23,36,8430,"2010-05-25 10:23:00","2011-11-07 15:51:00"
15290.0,United Kingdom,10355.58,30,106,6496,"2010-02-24 10:15:00","2011-12-05 11:39:00"
16782.0,United Kingdom,10348.96,50,575,4265,"2009-12-09 11:58:00","2011-11-29 13:20:00"
15296.0,United Kingdom,10223.93,20,342,5438,"2010-01-21 13:48:00","2011-10-26 16:33:00"
17160.0,United Kingdom,10201.36,18,215,8386,"2009-12-04 10:57:00","2011-11-08 14:05:00"
14422.0,United Kingdom,10200.92,21,317,6059,"2009-12-17 12:12:00","2011-12-09 11:26:00"
17448.0,United Kingdom,10192.73,54,571,11517,"2010-03-04 17:29:00","2011-07-18 12:26:00"
15547.0,United Kingdom,10140.89,28,653,7360,"2009-12-06 13:40:00","2011-12-02 12:52:00"
15719.0,United Kingdom,10134.36,39,449,5353,"2009-12-01 12:47:00","2011-11-07 12:29:00"
14085.0,United Kingdom,10092.22,34,479,6563,"2009-12-08 13:41:00","2011-12-07 13:46:00"
12766.0,Portugal,10026.43,11,253,5427,"2010-10-28 09:29:00","2011-12-06 08:46:00"
16353.0,United Kingdom,9985.93,41,78,3526,"2009-12-07 13:55:00","2011-12-06 12:23:00"
13985.0,United Kingdom,9982.31,24,149,4929,"2010-02-09 13:56:00","2011-12-05 17:06:00"
16182.0,United Kingdom,9971.65,9,20,5887,"2010-03-09 09:34:00","2011-09-28 13:23:00"
14101.0,United Kingdom,9942.13,14,19,10530,"2010-03-28 13:36:00","2011-09-27 12:28:00"
12839.0,United Kingdom,9927.83,31,157,6754,"2009-12-07 09:18:00","2011-12-07 12:33:00"
13680.0,United Kingdom,9915.56,13,354,4583,"2009-12-04 14:14:00","2011-12-08 13:47:00"
16131.0,United Kingdom,9866.27,15,131,4753,"2009-12-02 10:09:00","2011-10-19 11:53:00"
12590.0,Germany,9853.48,5,70,4277,"2010-04-12 07:20:00","2011-06-02 14:25:00"
14755.0,United Kingdom,9851.45,30,220,4366,"2009-12-03 16:51:00","2011-11-30 11:24:00"
12490.0,France,9818.64,22,195,5902,"2009-12-01 12:52:00","2011-12-04 16:07:00"
14828.0,United Kingdom,9803.46,14,72,9670,"2009-12-07 11:19:00","2011-05-27 10:16:00"
13599.0,United Kingdom,9790.34,52,236,6270,"2009-12-01 12:30:00","2011-12-08 19:26:00"
12758.0,Portugal,9779.0,8,187,6091,"2009-12-01 14:40:00","2011-08-15 10:22:00"
18109.0,United Kingdom,9754.66,45,203,4862,"2010-07-01 12:13:00","2011-12-08 11:36:00"
18260.0,United Kingdom,9751.95,32,212,5211,"2009-12-15 13:50:00","2011-06-20 12:37:00"
17306.0,United Kingdom,9751.77,23,17,13726,"2010-11-01 11:38:00","2011-11-29 12:14:00"
13018.0,United Kingdom,9742.81,37,401,6741,"2010-03-01 12:34:00","2011-11-23 13:28:00"
13327.0,United Kingdom,9741.03,22,176,4448,"2009-12-18 15:35:00","2011-11-01 10:21:00"
14329.0,United Kingdom,9735.52,28,349,5887,"2009-12-16 15:31:00","2011-12-01 08:27:00"
15805.0,United Kingdom,9708.92,40,341,6107,"2009-12-10 12:57:00","2011-11-16 16:32:00"
17230.0,United Kingdom,9695.91,23,141,3799,"2009-12-08 13:41:00","2011-03-20 16:12:00"
14944.0,United Kingdom,9674.92,24,184,4833,"2010-02-17 08:47:00","2011-11-10 09:10:00"
14045.0,United Kingdom,9660.63,19,16,4249,"2010-01-08 10:08:00","2011-08-22 15:27:00"
